� � � � � � Product ID,� � � � � � Product Name,� � � � � � Price,� � � � � � Discount(%),No. of Sells,� � � � � � City,� � � � � � SKU,Revenue,No of reviews,Country
361135707,iron man arc reactor premium cotton summer t-shirt,410,N/A,5,Rajshahi,361135707_BD-1783791852,2050,2,BD
383357074,Black half-sleeved Jersy T-Shirt for Men - T Shirt,79,60% Off,33,Dhaka,383357074_BD-1919923482,2607,6,BD
387971106,The Blast most premium Black color Drop Shoulder t-shirt!,499,50% Off,N/A,Dhaka,387971106_BD-1935052072,#VALUE!,A,BD
343301534,Alawas Smile good quality t-shirt,99,50% Off,2200,Dhaka,343301534_BD-2127555572,217800,162,BD
339068563,Ensemble Yourself - Easily Usable - Premium T-shirt Fabric soft and comfortable for - T Shirt For Man - Easy To maintain,99,50% Off,17,Dhaka,339068563_BD-1660761420,1683,3,BD
295933838,Indispensable Quality and Durability - Half Sleeve Chinese Microfibre T-Shirts for Men - Innovative,,,,,,,,
300267326,fashion tops ladies short sleeve casual girl's  new t-shirt,199,43% Off,416,Dhaka,300267326_BD-1334053077,82784,51,BD
342531693,Anime Half-Sleeve T-shirt,,,,,,,,
327746732,Combo SET - T-Shirt and Trouser for Men - Soft fabric and comfortable To Wear,496,76% Off,336,Dhaka,327746732_BD-1867160155,166656,26,BD
320174553,Half Sleeve Chinese Printed Microfibre Tshirts for Women and girls,99,51% Off,406,Dhaka,320174553_BD-1478575858,40194,36,BD
283552066,Best Quality islamic T-shirt for men,88,56% Off,112,Dhaka,283552066_BD-1275903881,9856,12,BD
225786555,fashion  ladies   short sleeve casual girl's print new t-shirt,130,55% Off,2400,Rangpur,225786555_BD-1170736571,312000,326,BD
230642625,Stylish Cotton T Shirt For Women,165,53% Off,1600,Dhaka,230642625_BD-1174024890,264000,180,BD
386556450,Mens T-Shirt,1099,51% Off,N/A,Dhaka,386556450_BD-1928145390,#VALUE!,A,BD
301096232,Convenience and Style with Black Cotton Combo T-Shirt & Pant For Man - A Complete Set for Men with T-Shirt and Two Quarter Pants - Perfect for All Seasons,227,43% Off,1500,Dhaka,301096232_BD-1337855967,340500,105,BD
320709836,Stylist Printed  Half Sleeve T-Shirt & Full Pant  ( Set )for Men,299,65% Off,15,Dhaka,320709836_BD-1484093388,4485,1,BD
298152498,পুরুষদের জন্য ছোট হাতার টি-শার্ট-গেঞ্জি (298152498) - 298152498,95,5% Off,12,Dhaka,298152498_BD-2015298939,1140,2,BD
275178237,Islamic Rober Kasa Casual T-Shirt For Men - T Shirt For Man - T Sirt,99,51% Off,92,Dhaka,275178237_BD-1252667579,9108,9,BD
394376830,T-Shirt For Men  Most Trending T-Shirt For Men Amer Shahar,170,26% Off,N/A,Khulna,394376830_BD-1962627152,#VALUE!,A,BD
349155189,premium quality t-shirt for men white colour,149,50% Off,104,Dhaka,349155189_BD-1715263240,15496,8,BD
319791716,Combo casual PRINTED Tshirt For Men,195,44% Off,N/A,Dhaka,319791716_BD-1471828332,#VALUE!,2,BD
315269423,The Bull 100% Sublimation Tshirt Round Neck,282,N/A,504,Dhaka,315269423_BD-1671822534,142128,50,BD
277676652,BLACK COLOUR COTTON LONG SLEEVE CASUAL T-SHART FOR MEN .,160,47% Off,821,Dhaka,277676652_BD-1258147739,131360,64,BD
324459604,Cotton fabric full sleeve Raglan t shirt for men-Raglan t-shirt,187,63% Off,259,Dhaka,324459604_BD-1622875887,48433,35,BD
306457350,Manfare's Premium Quality Stylish T Shirt - MF-494,427,22% Off,340,Dhaka,306457350_BD-1370386653,145180,80,BD
100671326,Black Cotton T-shirt For Men - T Shirt For Man - T Shirt For Man - T Sirt,113,67% Off,71,Dhaka,100671326_BD-1014654310,8023,5,BD
324137943,Best Quality Casual T-shirt's for men,99,51% Off,304,Dhaka,324137943_BD-1550355805,30096,16,BD
339662528,New Combo Black T-shirt and 2 Quarter Pants for Boy,347,37% Off,2200,Dhaka,339662528_BD-1663689772,763400,140,BD
273410785,Solid Black Cotton  Drop Shoulder T-Shirt For Men/ Woman - T Shirt For Man - T Shirt,312,36% Off,894,Dhaka,273410785_BD-1801643711,278928,110,BD
321331119,T-gallery Casual T-Shirts Half Sleeve,70,30% Off,N/A,Dhaka,321331119_BD-2018912163,#VALUE!,1,BD
362723032,Premium quality  mash febrics  tshirt for men,196,67% Off,178,Rajshahi,362723032_BD-1789720290,34888,21,BD
251346282,Custom Experience - Spyxfamily Anya Forger Anime White Poly Cotton T-Shirt - T Shirt - Couture - High-end - Designed - Urban Vibes,199,43% Off,205,Dhaka,251346282_BD-1196990561,40795,40,BD
362264013,New Capul Desing Digital printed T-shirt For Men,96,52% Off,548,Dhaka,362264013_BD-1787369583,52608,29,BD
364107149,Summer Printed Combo T-Shirt & Pant - Black - T-Shirt - T Shirt For Man - T Shirt For Man - T Shirt For Man,371,38% Off,223,Dhaka,364107149_BD-1803192940,82733,15,BD
245087435,Floral Alphabet Letters A-Z White Color T-Shirt - T Shirt For Women,140,26% Off,511,Dhaka,245087435_BD-1188863381,71540,28,BD
115974162,Poly Cotton Casual T-Shirt For Men - White - Tshirt For Men,135,55% Off,264,Dhaka,115974162_BD-1034760916,35640,23,BD
323354656,Superlative Refined Taste -Indispensable -Upscale Living -Mash Fabrics T-shirt for summer- Inventive Choice- Unique Inspiration,229,67% Off,247,Rajshahi,323354656_BD-1543978551,56563,18,BD
266809027,Manfare's Premium Quality Stylish T Shirt I MF-403,427,22% Off,248,Dhaka,266809027_BD-1238455527,105896,69,BD
383989322,casual printed jersy tshirt for men's//black//white//maroon//navy//men's fashion//all is well brand//s,,,,,,,,
324188526,Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,96,49% Off,53,Dhaka,324188526_BD-1551967803,5088,A,BD
367068677,Multi Color T Shirt For Men - Comfortable,96,52% Off,176,Dhaka,367068677_BD-1829922350,16896,18,BD
217680314,Full Sleeve Stylish Menz Fashion T-Shirt - T-Shirt - T Shirt For Man - গেঞ্জি ছেলেদের - T Shirt,124,44% Off,1600,Dhaka,217680314_BD-1165653044,198400,182,BD
233850237,Best quality cotton half sleeve t-shirt for smart women-,178,64% Off,563,Dhaka,233850237_BD-1176627944,100214,103,BD
267465153,2 Combo Cotton T-Shirts For Man| Half Sleeve T Shirt For Men | Combo T-Shirt,189,37% Off,203,Dhaka,267465153_BD-1239360646,38367,41,BD
223137314,Printed Casual T-Shirt for Men - Ideal for All Seasons,99,48% Off,1200,Dhaka,223137314_BD-1169287959,118800,80,BD
347557016,Fashionable Tops Ladies Short Sleeve Casual Girls Print New T-Shirt For Women,96,45% Off,412,Dhaka,347557016_BD-1699720699,39552,31,BD
321086835,Long Sleeve T-Shirt And Trouser Set for Men - Enjoy Comfort - Round Neck - Perfect Casual Wear - All Season Elegance,550,48% Off,42,Dhaka,321086835_BD-1489176963,23100,7,BD
406528057,AlonE half Sleep T-shirt For Men,,,,,,,,
346365424,2 Pis Combo BMW Desing  Casual T-shirt's for men,199,36% Off,98,Dhaka,346365424_BD-1695122594,19502,14,BD
315423805,Premium quality T-shirt for men,259,60% Off,614,Rajshahi,315423805_BD-2071559798,159026,66,BD
367065593,Beautiful and Peaceful Islam Printed Casual T-Shirt For Man - A Round Neck Casual Wear Reflecting Your Cultural Identity,99,50% Off,5,Dhaka,367065593_BD-1829752591,495,2,BD
299846438,Black Cotton Combo T-Shirt & Trouser Pant For Man - Embrace Comfort and Style with This Combo Set Ideal for Any Occasion,356,41% Off,162,Dhaka,299846438_BD-1332259361,57672,6,BD
344119403,White Combo  T-Shirt And 2 Quarter Pant For Men..,255,36% Off,84,Dhaka,344119403_BD-1678513720,21420,4,BD
321854715,Premium quality T-shirt for men 6,190,71% Off,1400,Rajshahi,321854715_BD-1499488604,266000,144,BD
327345453,High Quality Customize T-Shirt with Photo Print Any Design Sublimation Print - T-Shirt for Boys - T Shirt T-Shirt - Express,190,53% Off,72,Rajshahi,327345453_BD-1597585462,13680,13,BD
228934528,Premium Quality T-Shirt For Man,96,49% Off,14,Dhaka,228934528_BD-1172678172,1344,2,BD
328903316,Rider New T shirt -Febric soft and comfortable to wear - T Shirt For Man,99,18% Off,22,Dhaka,328903316_BD-1604767963,2178,A,BD
179870534,Manfare'S Premium Solid T Shirt - Black - Mf-436,359,35% Off,18,Dhaka,179870534_BD-1121014710,6462,366,BD
344043643,Best Quality Casual T-shirt's for men,85,76% Off,13,Dhaka,344043643_BD-1678382567,1105,1,BD
344009538,White Printed Exclusive Summer Combo T-Shirt & Pant,313,32% Off,576,Dhaka,344009538_BD-1678253465,180288,66,BD
176380972,Sky Blue Fashionable Tops Ladies Short Sleeve Casual Girls Print Cotton New T-Shirt For Women,157,61% Off,2100,Dhaka,176380972_BD-1116172564,329700,296,BD
325629744,Rhapsoo's Premium anime T-shirt For Man & Woman,160,36% Off,19,Dhaka,325629744_BD-1564559145,3040,2,BD
347093557,New Design Fashionable Round Neck T-shirt for Women and girls,96,48% Off,628,Dhaka,347093557_BD-1697190147,60288,40,BD
229707332,Summer Printed Combo T-Shirt & Pant - Black - T-Shirt - T Shirt For Man - T Shirt For Man - T Shirt For Man,257,53% Off,3000,Dhaka,229707332_BD-1173277341,771000,265,BD
337666043,New Best Save Palestine Synthetic T-Shirt for Men,83,72% Off,49,Dhaka,337666043_BD-1648331062,4067,2,BD
382994225,New Design Polycotton kaporer Half Sleeve T Shirt For Men - Tshirt For Men,79,60% Off,27,Dhaka,382994225_BD-1918802789,2133,7,BD
113206704,Manfare's Premium Cotton Contrast T Shirt For Man I MF-90,427,22% Off,2000,Dhaka,113206704_BD-1174476881,854000,334,BD
325173108,White Premium Quality Full Sleeve T-Shirt for Men,201,66% Off,392,Dhaka,325173108_BD-1559468608,78792,45,BD
266711214,Premium Quality - Tokyo Revengers Anime White Poly Cotton T-Shirt - T Shirt - Modern - Choice Expression - Designed - Urban Vibes,199,43% Off,142,Dhaka,266711214_BD-1238350577,28258,25,BD
338608560,Lenition Square Neck Rib Knit T-Shirt - Square Neck Short Sleeve for Women,131,67% Off,63,Dhaka,338608560_BD-1656827823,8253,13,BD
390786966,Couple - T Shirt- unique design,599,N/A,47,Rajshahi,390786966_BD-1951924322,28153,5,BD
344202832,5 star New Black Design Soft & Comfortable Men's T-shirt - Half Sleeve & Round Neck - Fashionable Choice,115,42% Off,23,Dhaka,344202832_BD-1678852228,2645,1,BD
136852916,Light Grey Polyester Short Sleeve T-Shirt for Men - Half Sleeve & Round Neck for Casual Comfort,135,66% Off,309,Dhaka,136852916_BD-1059074438,41715,29,BD
167808340,cotton fabric long sleeve Raglan t shirt for men-Raglan tshirt,220,65% Off,12,Dhaka,167808340_BD-1572677780,2640,2,BD
323456967,Antik Mahmud Classic Tshirt Red and White,562,6% Off,129,Dhaka,323456967_BD-1541082343,72498,23,BD
310059271,Best Quality Casual T-shirt's for men,77,61% Off,25,Dhaka,310059271_BD-1386581629,1925,2,BD
206613678,পুরুষদের জন্য ক্যাজুয়াল টি-শার্ট - T-Shirt,96,52% Off,213,Dhaka,206613678_BD-1155900133,20448,27,BD
318636206,Half sleeve Chinese jercy micro fibr DTF printed tshirt for Men,89,56% Off,90,Dhaka,318636206_BD-1453972411,8010,12,BD
303804567,SMUG Premium Combo T-shirt and Trouser - Fabric soft and comfortable - Multi,685,47% Off,2100,Dhaka,303804567_BD-1646544707,1438500,285,BD
328491219,Black Short Sleeve -T-Shirt For Man Summer Collection,150,50% Off,10,Dhaka,328491219_BD-1602875668,1500,1,BD
323349963,Mash Fabrics Men's T-shirt for Summer - Half Sleeve Round Neck T Shirt For Men - Comfortable to Wear in Summer Season,228,67% Off,481,Rajshahi,323349963_BD-1543975412,109668,47,BD
340262888,Fashion 2024 New High-Quality Half Sleeve T-Shirt for Men - Stay Ahead in Fashion with This Latest Collection That Defines Comfort,96,3% Off,9,Dhaka,340262888_BD-1666406804,864,1,BD
318670647,Halfsleeve Chines microfibre jersy printed thin tshirt for women and girls,99,60% Off,1200,Dhaka,318670647_BD-1454294197,118800,106,BD
384367636,Premium Quality - 2023 New Excellent T-shirts Of Good Quality men's half-sleeved T-shirts - Trend and Need full - Iconic Style,88,56% Off,185,Dhaka,384367636_BD-1922267096,16280,25,BD
339659840,Combo SET - Black T-Shirt And Trouser for Men -special edition,447,53% Off,1100,Dhaka,339659840_BD-1663974024,491700,124,BD
136954564,Olive Cotton and Polyester Short Sleeve T-Shirt for Men - T Shirt - T Shirt For Man Qualityful - Easy To care and Longive,160,20% Off,12200,Dhaka,136954564_BD-1059260216,1952000,1240,BD
343869444,Fashion Ladies Short Sleeve Casual Girl Print New Jersey Fabric T-Shirt  [ Cat Ball ],199,64% Off,449,Dhaka,343869444_BD-1677231813,89351,48,BD
324194071,Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,95,50% Off,74,Dhaka,324194071_BD-1551964993,7030,4,BD
358635513,2 pse combbo tshirt for men and women,198,51% Off,353,Dhaka,358635513_BD-1769107582,69894,34,BD
137010141,Map Out Your Style Journey with Bangladesh Map T-Shirt for Man - Round Neck Casual Wear for Geo-Chic Fashion,287,48% Off,378,Dhaka,137010141_BD-1059320197,108486,58,BD
282833379,SMUG Stylish T-shirt Comfortable - New Contrast Design,250,58% Off,2800,Dhaka,282833379_BD-1272650229,700000,365,BD
299439208,Black Cotton Combo T-Shirt & Trouser Pant For Man-Black T-Shirt And Pant For Men - T Shirt,437,27% Off,793,Dhaka,299439208_BD-1329929894,346541,67,BD
291454765,Export Quality T-Shirt Fabric Soft And Comfortable - T Shirt,300,N/A,308,Dhaka,291454765_BD-1296439827,92400,30,BD
191308218,Stylish Long Sleeve T-Shit For Men- - T Shirt For Man - T Shirt,190,68% Off,441,Dhaka,191308218_BD-1138395370,83790,51,BD
158130711,Men's Black & White Comfortable Full Sleeve & Round Neck T-Shirt - Custom Fit,182,82% Off,8700,Dhaka,158130711_BD-1089440639,1583400,969,BD
410079191,Best Quality Casual গেঞ্জি ছেলেদের new tshirt | Half Sleeve genji for man,99,50% Off,29,Dhaka,410079191_BD-2027453819,2871,7,BD
356139532,Treee New Stylish Casual T-Shirt for men,99,50% Off,55,Dhaka,356139532_BD-1753990529,5445,1,BD
128790738,Stay Stylish with Fashion Tops - Ladies' Short Sleeve Casual Girls' Print T-Shirt - Very Comfortable and Fashionable,,,,,,,,
191917457,High Quality Cotton&Polyester T-shirt & 2 Quarter Pants For Man - T-Shirt - T Shirt - T Shirt For Man - T Shirt - গেঞ্জি ছেলেদের,356,46% Off,786,Dhaka,191917457_BD-1138822432,279816,72,BD
346929347,Premium Quality Half Pant & T-shirt Set,285,59% Off,N/A,Dhaka,346929347_BD-1696496939,#VALUE!,A,BD
230559090,BTS All Member's Menz & Women's Round Neck Half Sleeve Tshirt - Tshirt,115,59% Off,211,Dhaka,230559090_BD-1173971469,24265,18,BD
412218904,Gremlins t shirt women anime streetwear comic t shirt female designer clothes,857,68% Off,16,Overseas,412218904_BD-2039541083,13712,A,BD
295172373,ZORO T-SHIRT BY BANGA KUN SHOP One Piece Anime T-shirt Roronoa Zoro Black Cotton Premium Anime Cotton Half T-shirt made in Bangladesh,379,16% Off,191,Dhaka,295172373_BD-1475744099,72389,28,BD
171482958,Yellow&White Cotton T-Shirt for Men,157,47% Off,3800,Dhaka,171482958_BD-1107486141,596600,299,BD
355990439,BTS SYNTHETIC Tee Full HD Print Unisex T-Shirt - A Round Neck Casual Wear for Fans - Celebrating Your Love for the Band,159,47% Off,74,Dhaka,355990439_BD-1754345594,11766,5,BD
225583668,(Life Is A Beautiful Ride)Summer Cotton Halfsleeve Tshirt Mb307 - Tshirt For Men  - T Shirt For Man - T Shirt - T Shirt For Man,295,30% Off,362,Dhaka,225583668_BD-1170650688,106790,86,BD
328782208,Half sleeve Chines microfibre jercy thin printed tshirt for women and girls,99,60% Off,714,Dhaka,328782208_BD-1603949606,70686,61,BD
324185865,Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,99,48% Off,35,Dhaka,324185865_BD-1551971277,3465,1,BD
326045902,Best Quality Casual T-shirt's for men,89,11% Off,17,Dhaka,326045902_BD-1570412256,1513,2,BD
297615598,Chinese Design Short Hata Gol Gola Excellent Tshirt For Men,115,56% Off,11,Dhaka,297615598_BD-1318697797,1265,A,BD
275154045,Casual Style with Black Full Sleeve Cotton T-Shirt for Men - Classic Round Neck Design for Comfort and Fashion,191,63% Off,177,Dhaka,275154045_BD-1252601938,33807,16,BD
367083003,Whimsical Understated -Craftsmanship and Trendy -Stream Rap T Shirt For Man Ii Printed Casual T Shirt,96,52% Off,11,Dhaka,367083003_BD-1829890670,1056,2,BD
125895884,Men's Slim Fit Solid Color T-Shirt  - T Shirt - T Shirt For Man,99,78% Off,675,Dhaka,125895884_BD-1046021720,66825,120,BD
363592742,Best Quality White & Black T-shirt Casual T-Shirt for Men - Showcase Unique Style in Your Casual and Stylish Fashion,370,N/A,9,Dhaka,363592742_BD-1796602040,3330,A,BD
191322551,tylish Quality Cotton Full Sleeve T-Shirt For Men - A Wardrobe Staple Suitable for All Seasons - Perfect Casual Wear for Quality and Style Every Day,195,61% Off,3400,Dhaka,191322551_BD-1138406179,663000,253,BD
235289088,Stylish Ladies cotton half sleeve t shirt for women Fashion-Coffe,180,64% Off,2500,Dhaka,235289088_BD-1178516247,450000,329,BD
299427784,Black Cotton Combo T-Shirt & trouser Pant For Man-Black T-shirt and Pant for men,396,34% Off,458,Dhaka,299427784_BD-1329899817,181368,84,BD
299565654,BLACK COLOUR LONG SLEEVE CASUAL T-SHART FOR MEN .,170,39% Off,1500,Dhaka,299565654_BD-1330557225,255000,149,BD
346016090,Exclusive half Sleeve T Shirt For Men - T Shirt,95,62% Off,22,Dhaka,346016090_BD-1693084289,2090,2,BD
217079265,Menz Full Sleeve Tshirt - T Shirt,125,44% Off,519,Dhaka,217079265_BD-1165179631,64875,54,BD
300166679,White-Black Cotton Combo T-Shirts & Pants for Men - Stylish Matching Sets - Easy to Use And Maintain - Comfortable T-Shirts and Pants Ensembles,237,41% Off,669,Dhaka,300166679_BD-1333912537,158553,47,BD
201910286,White And Black V Neck Full Sleeve Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt - গেঞ্জি ছেলেদের - T Shirt,190,66% Off,371,Dhaka,201910286_BD-1149438393,70490,35,BD
323337438,Ladies Short Sleeve Cotton T-Shirt,154,62% Off,24,Dhaka,323337438_BD-1540296870,3696,5,BD
344119704,Men New Fashionable New Design Digital Printed Boys T-Shirt For Men - A Casual Round Neck Choice for Trendy Comfort,96,52% Off,N/A,Dhaka,344119704_BD-1678519981,#VALUE!,1,BD
344001892,Black Combo T-Shirts & Pants for Men,290,42% Off,N/A,Dhaka,344001892_BD-1678249192,#VALUE!,1,BD
323073532,MEN'S COTTON T-SHIRT WEED EGGO FRIENDLY BLACK VERSION,342,30% Off,6,Dhaka,323073532_BD-1534069065,2052,A,BD
323496983,Best Quality Casual T-shirt's for men,89,56% Off,14,Dhaka,323496983_BD-1541189633,1246,A,BD
325174149,Navy Blue Premium Quality Full Sleeve T-Shirt for Men - Round Neck Ideal for All Seasons,211,65% Off,65,Dhaka,325174149_BD-1559472352,13715,8,BD
383988466,Off on Branded Half Sleeve T-shirt for Men | ID: 20942463918,89,55% Off,17,Dhaka,383988466_BD-1921540258,1513,5,BD
253823374,Anime T-shirt Jujutsu Kaisen Gojo Black Cotton Tshirt Satoru Gojo BACK AND FRONT Fashion 2 Side Premium Quality Men,380,N/A,844,Dhaka,253823374_BD-1199525137,320720,170,BD
387945935,Nosto Chatro most premium Black color Drop Shoulder t-shirt!,450,55% Off,N/A,Dhaka,387945935_BD-1934977011,#VALUE!,A,BD
347630174,Black All print Summer Combo T-Shirt & Pant for Boy,280,49% Off,19,Dhaka,347630174_BD-1700430673,5320,A,BD
324223230,Black Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Summer Pant For Boys,276,45% Off,28,Dhaka,324223230_BD-1552094885,7728,2,BD
231674151,White Printed Summer Combo T-Shirt & Pant for Men - Elevate Your Summer Style with This Trendy Combo - Perfect For All Season,399,27% Off,1800,Dhaka,231674151_BD-1174797254,718200,130,BD
347647083,Summer White Printed Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Pant For Boys,375,37% Off,156,Dhaka,347647083_BD-1700635104,58500,6,BD
337952568,Superlative Versatile -Choice and Remark -High Quality T-shirt & 2 Quarter Pants For Man - T Shirt - T Shirt For Man,287,18% Off,70,Dhaka,337952568_BD-1650031443,20090,16,BD
283547110,Ladies Long Sleeve Crop Top - T Shirt For Women,199,50% Off,184,Dhaka,283547110_BD-2049506784,36616,29,BD
324577821,Black full  Sleeve T Shirt For Men - T Shirt,240,47% Off,N/A,Dhaka,324577821_BD-1553391362,#VALUE!,3,BD
321279293,T-gallery Casual T-Shirts Half Sleeve,70,30% Off,6,Dhaka,321279293_BD-2017179715,420,1,BD
191924239,High Quality Black Cotton T-shirt & 2 Quarter Pants For Man - T Shirt For Man - T Shirt For Man,249,55% Off,5700,Dhaka,191924239_BD-1138829212,1419300,434,BD
382628861,Premium Quality - Exclusive Jersy half Sleeve T Shirt For Men - T Shirt - Modern - Choice Expression - Designed - Urban Vibes,99,50% Off,16,Dhaka,382628861_BD-1916018851,1584,4,BD
323458799,Antik Mahmud Inverse Tshirt Black and White,575,4% Off,129,Dhaka,323458799_BD-1541087679,74175,17,BD
295937850,Half Sleeve Chinese Microfiber T-Shirts for Men - A Round Neck Casual and Comfortable Choice for All Seasons - Perfect Casual Wear,89,55% Off,75,Dhaka,295937850_BD-1309329002,6675,5,BD
280864025,Chainsaw Man Denji T-Shirt Black Cotton Large Printed T-shirt Anime T-shirt Comfortable Tees For Anime Fans Denji Chainsaw Man T-shirt Fashion,500,N/A,330,Dhaka,280864025_BD-1268127736,165000,72,BD
337140908,MEN'S COTTON T-SHIRT  MayaBi,358,24% Off,35,Dhaka,337140908_BD-1643982646,12530,6,BD
313379339,Mens Cotton T-shirt Ami Banglai Gan Gai,358,38% Off,N/A,Dhaka,313379339_BD-1405087534,#VALUE!,1,BD
343566972,Relex New Comfortable casual T-shirt for men,85,60% Off,15,Dhaka,343566972_BD-1675241616,1275,3,BD
326224434,Best Quality Casual T-shirt's for men,79,61% Off,7,Dhaka,326224434_BD-1573090186,553,1,BD
320109198,Half Sleeve Chinese Microfibre printed Tshirts for Women,99,51% Off,141,Dhaka,320109198_BD-1477752907,13959,17,BD
204848027,Premium and Export Men's COTTON Half Sleeve T-shirt with Pure Comfort and sporty - T Shirt For Man - T Shirt For Man,457,43% Off,62,Dhaka,204848027_BD-1152994611,28334,10,BD
340380443,New T shirt - Fabric soft and comfortable to wear,96,49% Off,N/A,Dhaka,340380443_BD-1668065569,#VALUE!,1,BD
325989691,Best Quality Casual T-shirt's for men,79,61% Off,23,Dhaka,325989691_BD-1570192539,1817,A,BD
268823796,Folk'S Premium Men'S Blank T-Shirt - Dark Blue Color - Genji,690,N/A,N/A,Dhaka,268823796_BD-1240896019,#VALUE!,1,BD
230449938,High Quality Black Cotton T-shirt & 2 Quarter Pants For Man - T-Shirt - T Shirt For Man - T Shirt - T Shirt For Man,251,69% Off,504,Dhaka,230449938_BD-1173884147,126504,41,BD
351466472,pera nai half Sleep T-shirt For Men,,,,,,,,
320978606,New Casual T Shirt For Men/T Shirt For Men/ Mens T Shirt/ Genji,95,50% Off,21,Dhaka,320978606_BD-1487015212,1995,6,BD
230349223,Floral Alphabet Letters A To Z White Color T-Shirt For Men'S - T Shirt For Man,125,52% Off,3600,Dhaka,230349223_BD-1173776308,450000,242,BD
299440138,Combo T-Shirt & trouser Pant For Man-Black T-shirt and Pant for men,437,27% Off,5600,Dhaka,299440138_BD-1329936001,2447200,562,BD
351834809,SMUG Premium Contrast T-shirt COMBO - Fabric soft and comfortable - Deep Green,,,,,,,,
269117775,Brawl stars Half Sleeve Round Neck Comfortable 100% premium cotton t-shirts - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt,265,45% Off,17,Barishal,269117775_BD-1241104518,4505,3,BD
217077681,T Shape Stylish Full Hata Tshirt - Genji - T Shirt For Man,125,43% Off,1300,Dhaka,217077681_BD-1165195060,162500,124,BD
405378243,tylish Unisex White And Ash Color Tshirts - Tshirt For Men,99,50% Off,11,Dhaka,405378243_BD-2009653891,1089,3,BD
192044601,White printed Exclusive Summer Combo T-Shirt & Pant - T Shirt For Man,243,56% Off,1860,Dhaka,192044601_BD-1138892422,451980,1485,BD
107652833,Alan Walker White T-Shirt - T Shirt For Man - T Shirt For Man - T Sirt - T Shirt,143,72% Off,50,Dhaka,107652833_BD-1022894863,7150,17,BD
313813954,Best Quality Men's Casual T-shirts - Half Sleeve Round Neck T Shirt For Men - Comfortable to Wear in Summer Season,89,70% Off,333,Dhaka,313813954_BD-1407674794,29637,20,BD
351504478,Best Quality Casual Solid T-shirt for men- t shirt,90,77% Off,9,Dhaka,351504478_BD-1724222283,810,A,BD
162828490,V-Neck Black Cotton Long Sleeve Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt For Man,190,73% Off,1200,Dhaka,162828490_BD-1135818502,228000,150,BD
136774774,Indispensable -Quality And Durablity -Polyester & Cotton Short Sleeve T-Shirt for Men - Grey - T Shirt For Man- Innovative,157,21% Off,7900,Dhaka,136774774_BD-1175908000,1240300,822,BD
347684999,Blue And White Gradint T-shirt and 2 Quarter Pants for Man,280,49% Off,5,Dhaka,347684999_BD-1701282583,1400,A,BD
316546570,Manfare'S Premium Quality Combed Cotton T-Shirt I Mf-500,427,22% Off,187,Dhaka,316546570_BD-1432754774,79849,46,BD
320132083,Half Sleeve Chinese Printed Microfibre Tshirts for Women and girls,99,51% Off,649,Dhaka,320132083_BD-1477975693,64251,57,BD
337925703,Exclusive High Quality T-shirt & 2 Quarter Pants For Man,247,29% Off,83,Dhaka,337925703_BD-1649928727,20501,6,BD
326437933,Premium Quality Soft & Comfortable Mash Fabric Full Sleeve T-Shirt for Men,309,64% Off,1500,Rajshahi,326437933_BD-1574364691,463500,151,BD
324583414,White Poly-Cotton Full  Sleeve T Shirt For Men,198,62% Off,128,Dhaka,324583414_BD-1553397011,25344,20,BD
226025693,Cotton Sleeveless T Shirt for Men - Black,189,58% Off,754,Dhaka,226025693_BD-1170803879,142506,104,BD
202440666,White Printed Exclusive Summer Combo T-Shirt & Pant - T-Shirt - T Shirt For Man - T Shirt - T Shirt For Man,299,40% Off,562,Dhaka,202440666_BD-1150036726,168038,48,BD
164126839,Maroon Synthetic Full Sleeve Round Neck Casual T-Shirt For Men - Comfortable and Stylish Wear,220,56% Off,506,Dhaka,164126839_BD-1166428469,111320,34,BD
340383130,Stylish Premium T-Shirt For Men - soft and comfortable wear,96,49% Off,N/A,Dhaka,340383130_BD-1668078031,#VALUE!,1,BD
323941454,Anime T-shirt,,,,,,,,
313670937,Printed Half Sleeve Men's T-Shirt & Full Pant Set - Fashionable Men's Lounge Wear,513,55% Off,2200,Dhaka,313670937_BD-1463947089,1128600,195,BD
345866234,single  Premium Quality - stylish new T Shirt - Casual T Shirt For Men // T Shirt,96,46% Off,8,Dhaka,345866234_BD-1692365764,768,A,BD
324338171,MEN'S COTTON T-SHIRT  ASHES DANGER,341,30% Off,78,Dhaka,324338171_BD-1552420876,26598,7,BD
219386526,Stylish Premium Quality Men's Multicolor Sports  T-shirt,348,65% Off,558,Chattogram,219386526_BD-1354789037,194184,105,BD
323507145,Best Quality Casual T-shirt's for men,89,56% Off,21,Dhaka,323507145_BD-1541191423,1869,4,BD
343768995,Trendsetter -Upscale Living -New T shirt -Febric soft and comfortable to wear - T Shirt,96,51% Off,7,Dhaka,343768995_BD-1676991379,672,1,BD
